Student ID,Age,Gender,Gaming Hours,Study Hours,Sleep Hours,Grades
2039,16,Female,4,5,4,66
2040,22,Female,3,5,4,75
2041,20,Male,7,8,5,55
2042,23,Female,4,9,6,93
2043,23,Male,6,5,8,62
2044,24,Male,2,9,5,98
2045,22,Female,6,7,5,67
2046,16,Female,4,3,6,44
2047,18,Female,5,9,5,81
2048,23,Male,2,7,8,90
2049,18,Female,4,4,5,57
2050,23,Female,5,7,6,61
2051,16,Female,4,4,6,51
2052,20,Male,7,2,7,40
2053,19,Other,7,7,6,76
2054,20,Female,7,8,5,54
2055,23,Female,5,7,4,81
2056,19,Male,7,3,8,29
2057,19,Male,6,9,8,84
2058,18,Male,2,1,4,40
2059,22,Male,3,3,8,68
2060,18,Female,1,3,6,64
2061,18,Male,0,1,6,58
2062,20,Male,1,4,4,65
2063,20,Male,0,6,7,91
2064,21,Male,5,8,4,86
2065,23,Male,3,9,7,100
2066,21,Female,2,8,4,87
2067,16,Female,6,5,7,60
2068,23,Male,6,7,4,59
2069,23,Male,7,8,5,68
2070,24,Male,5,5,5,47
2071,24,Male,3,8,4,78
2072,17,Female,2,5,6,83
2073,17,Female,1,4,5,65
2074,18,Female,1,5,8,91
2075,16,Female,3,7,6,75
2076,19,Male,7,7,6,60
2077,19,Female,0,4,5,67
2078,24,Female,1,6,6,94
2079,24,Female,1,9,4,100
2080,24,Male,5,9,7,89
2081,22,Female,2,3,5,51
2082,17,Female,3,2,7,65
2083,20,Female,1,7,5,81
2084,19,Male,3,4,8,81
2085,23,Female,0,1,4,48
2086,17,Female,4,4,4,36
2087,21,Female,0,8,6,100
2088,20,Female,6,8,8,88
2089,17,Female,4,5,7,66
2090,16,Male,5,5,4,55
2091,23,Female,3,6,6,74
2092,17,Male,3,2,8,71
2093,22,Female,0,5,4,90
2094,24,Male,4,1,4,25
2095,24,Female,4,5,8,72
2096,23,Female,3,4,8,69
2097,24,Female,5,7,7,71
2098,17,Female,6,6,8,54
2099,21,Female,6,4,4,33
2100,19,Female,1,1,6,54
2101,19,Male,4,3,7,58
2102,20,Male,0,6,7,84
2103,18,Male,5,1,7,36
2104,16,Male,3,1,8,55
2105,23,Female,1,6,5,83
2106,20,Female,6,7,4,58
2107,18,Female,4,3,5,53
2108,22,Male,2,5,7,81
2109,22,Male,0,9,5,100
2110,16,Female,4,9,8,83
2111,24,Female,7,3,5,30
2112,17,Male,4,8,4,68
2113,20,Female,7,6,6,57
2114,20,Female,1,9,7,100
2115,23,Male,4,5,5,60
2116,23,Female,6,7,7,76
2117,22,Male,4,7,6,88
2118,22,Female,0,5,4,70
2119,21,Male,4,8,4,74
2120,21,Male,4,3,7,58
2121,24,Female,5,2,5,25
2122,21,Male,6,4,8,63
2123,17,Female,6,9,6,91
2124,17,Male,5,5,5,58
2125,20,Male,1,6,5,90
2126,19,Male,3,6,4,76
2127,17,Female,6,2,6,35
2128,18,Female,7,4,6,31
2129,22,Male,0,7,8,100
2130,23,Female,4,9,5,82
2131,21,Female,2,2,5,60
2132,20,Female,1,4,4,71
2133,16,Female,4,1,5,44
2134,23,Female,4,3,6,44
2135,18,Female,0,4,8,93
2136,21,Male,6,5,7,48
2137,18,Male,6,3,7,42
2138,22,Male,7,3,5,18
2139,22,Male,1,8,4,90
2140,24,Female,4,9,5,86
2141,20,Male,3,3,5,43
2142,23,Male,2,7,6,99
2143,23,Female,4,3,5,57
2144,16,Male,6,9,8,93
2145,20,Male,0,7,8,100
2146,18,Male,7,8,5,64
2147,16,Female,6,1,7,25
2148,19,Male,6,6,7,66
2149,23,Male,6,5,4,52
2150,18,Female,3,3,8,70
2151,17,Female,6,3,5,33
2152,24,Female,3,6,7,83
2153,20,Female,7,7,5,70
2154,22,Male,1,1,5,57
2155,17,Male,2,6,6,83
2156,24,Male,4,2,8,73
2157,24,Male,2,2,4,46
2158,19,Male,3,6,4,61
2159,19,Male,3,3,6,49
2160,21,Female,6,4,4,37
2161,21,Female,4,4,7,58
2162,16,Male,2,6,7,93
2163,24,Female,1,5,8,88
2164,17,Male,3,9,7,100
2165,20,Male,4,4,8,60
2166,24,Female,5,7,7,83
2167,19,Male,0,3,8,85
2168,18,Male,1,5,4,96
2169,22,Male,3,5,6,77
2170,21,Female,2,3,8,65
2171,23,Female,3,5,7,81
2172,18,Male,6,3,8,48
2173,20,Female,2,1,4,42
2174,19,Female,4,2,8,50
2175,19,Female,4,7,7,69
2176,19,Female,1,7,4,90
2177,23,Male,5,3,4,30
2178,21,Male,4,4,5,63
2179,18,Female,3,1,8,51
2180,20,Female,6,3,7,41
2181,21,Female,1,8,8,100
2182,20,Female,7,6,6,51
2183,21,Female,4,2,8,71
2184,23,Female,4,3,6,58
2185,22,Female,7,8,5,65
2186,20,Female,6,2,4,24
2187,21,Female,4,4,8,58
2188,19,Male,6,6,5,60
2189,24,Male,3,6,4,70
2190,19,Female,4,5,4,59
2191,16,Female,0,9,5,100
2192,22,Female,0,2,8,74
2193,22,Female,6,7,6,66
2194,19,Male,0,2,7,68
2195,18,Male,1,6,8,100
2196,23,Female,6,8,6,86
2197,20,Male,0,5,8,86
2198,22,Male,2,7,5,76
2199,19,Male,4,8,8,83
2200,19,Male,4,2,4,30
2201,23,Female,6,7,7,78
2202,23,Male,4,9,7,89
2203,17,Female,4,6,4,71
2204,17,Male,5,2,5,39
2205,18,Female,3,2,5,51
2206,18,Male,4,3,4,35
2207,16,Female,7,1,6,23
2208,18,Female,3,5,8,81
2209,21,Male,3,1,6,68
2210,23,Female,0,3,6,63
2211,21,Female,4,4,4,51
2212,20,Male,0,5,4,76
2213,19,Male,4,6,6,80
2214,18,Female,6,7,8,83
2215,19,Female,4,1,8,44
2216,22,Male,2,1,5,57
2217,16,Male,6,1,6,31
2218,22,Female,2,4,6,73
2219,16,Female,5,1,7,30
2220,17,Female,4,7,7,75
2221,19,Male,1,3,7,79
2222,16,Female,7,9,4,63
2223,24,Male,1,5,8,99
2224,21,Male,7,5,4,22
2225,16,Female,0,8,6,97
2226,16,Other,2,7,8,96
2227,21,Male,1,6,6,93
2228,19,Male,0,9,4,88
2229,19,Female,5,4,5,53
2230,21,Female,5,8,6,86
2231,22,Female,6,4,4,31
2232,24,Female,2,8,6,93
2233,20,Male,3,3,5,47
2234,24,Other,5,3,8,62
2235,19,Female,3,7,4,84
2236,17,Female,5,2,7,43
2237,18,Female,5,3,6,45
2238,16,Female,0,3,6,75
2239,21,Male,6,7,5,68
2240,21,Male,5,9,7,95
2241,16,Female,5,7,7,82
2242,18,Male,1,8,4,108
2243,20,Male,2,5,8,75
2244,18,Female,3,1,8,66
2245,18,Female,2,1,4,42
2246,18,Male,1,5,7,88
2247,20,Female,6,3,6,41
2248,20,Female,5,2,4,34
2249,19,Female,4,5,5,61
2250,16,Female,1,7,8,100
2251,20,Male,7,4,6,45
2252,20,Male,1,8,8,100
2253,19,Male,6,7,7,63
2254,21,Female,7,7,4,46
2255,19,Female,5,9,4,84
2256,22,Female,7,3,7,24
2257,22,Female,5,6,6,62
2258,17,Female,1,8,4,94
2259,18,Female,1,6,7,85
2260,16,Male,2,8,8,100
2261,23,Male,0,4,7,79
2262,24,Female,5,6,5,64
2263,19,Male,2,1,5,33
2264,21,Male,6,9,8,99
2265,24,Female,2,8,8,96
2266,21,Male,3,8,5,78
2267,24,Female,7,7,8,69
2268,19,Male,1,2,4,43
2269,23,Male,5,1,4,21
2270,24,Male,6,8,4,73
2271,19,Female,1,4,4,59
2272,20,Male,4,3,8,56
2273,23,Female,2,6,6,79
2274,21,Female,6,4,5,58
2275,22,Female,4,6,8,82
2276,18,Male,3,5,8,59
2277,22,Male,6,7,4,62
2278,23,Female,1,8,7,100
2279,21,Female,6,2,7,28
2280,24,Other,6,3,7,39
2281,21,Male,7,4,7,40
2282,24,Female,6,9,4,77
2283,19,Male,3,4,5,63
2284,23,Male,7,4,8,40
2285,19,Male,3,6,8,91
2286,17,Male,5,4,5,43
2287,24,Female,1,9,4,89
2288,20,Male,7,9,8,78
2289,19,Female,5,5,5,58
2290,17,Male,6,6,5,61
2291,16,Female,0,1,5,52
2292,22,Male,6,7,6,78
2293,21,Male,6,7,5,74
2294,17,Male,5,4,6,63
2295,23,Male,2,2,4,50
2296,19,Female,3,9,8,100
2297,23,Male,0,4,8,91
2298,22,Female,3,6,8,89
2299,20,Male,1,1,8,58
2300,23,Female,2,4,7,62
2301,24,Female,1,8,5,100
2302,20,Male,1,4,4,76
2303,20,Male,0,6,4,75
2304,17,Male,7,2,5,18
2305,20,Female,4,4,6,64
2306,18,Male,3,9,8,100
2307,22,Female,4,6,6,70
2308,20,Female,5,9,6,87
2309,23,Female,7,9,7,79
2310,16,Female,1,9,4,91
2311,18,Female,2,9,8,98
2312,18,Male,7,1,6,27
2313,24,Female,2,9,5,88
2314,20,Female,0,2,8,78
2315,24,Male,1,1,7,75
2316,24,Female,0,1,6,48
2317,16,Male,7,4,6,30
2318,17,Female,2,6,7,87
2319,20,Female,7,4,4,28
2320,19,Male,7,1,8,32
2321,24,Female,4,5,8,72
2322,22,Male,0,4,6,85
2323,21,Male,0,7,7,92
2324,22,Male,3,3,8,66
2325,16,Female,3,2,5,40
2326,16,Male,4,3,8,51
2327,23,Male,3,3,7,58
2328,17,Female,7,6,6,38
2329,24,Male,4,5,7,75
2330,22,Male,5,4,6,46
2331,21,Male,7,4,4,19
2332,16,Male,1,4,7,81
2333,16,Male,1,9,6,100
2334,17,Male,0,3,7,69
2335,21,Other,1,8,4,91
2336,21,Female,4,7,6,77
2337,17,Male,2,1,7,67
2338,16,Male,3,9,8,100
2339,20,Male,7,7,8,66
2340,20,Female,1,7,8,97
2341,17,Male,4,4,5,50
2342,21,Male,0,6,8,100
2343,24,Female,2,3,4,76
2344,17,Male,4,1,4,35
2345,17,Male,7,8,4,57
2346,18,Female,3,9,8,107
2347,22,Female,0,2,4,66
2348,21,Male,3,8,4,77
2349,23,Female,1,7,5,106
2350,23,Male,1,2,6,57
2351,21,Female,4,4,8,73
2352,18,Female,0,4,6,73
2353,18,Female,3,7,6,81
2354,16,Female,4,8,4,74
2355,22,Female,3,1,5,52
2356,20,Female,0,6,4,85
2357,19,Female,7,7,6,54
2358,19,Male,2,8,6,87
2359,19,Male,6,2,5,29
2360,21,Female,2,5,8,65
2361,23,Female,3,8,8,107
2362,23,Male,3,3,4,49
2363,20,Female,2,4,4,75
2364,21,Female,0,8,7,100
2365,19,Other,2,1,4,55
2366,24,Female,7,8,5,64
2367,23,Male,5,3,5,47
2368,16,Male,1,1,8,58
2369,17,Male,4,3,7,43
2370,24,Male,7,1,4,17
2371,23,Female,5,1,4,22
2372,18,Female,1,7,5,96
2373,23,Female,6,2,5,25
2374,16,Female,2,9,6,100
2375,19,Male,3,5,8,72
2376,18,Male,4,5,5,55
2377,21,Male,6,4,5,40
2378,22,Male,7,7,5,60
2379,19,Female,7,5,4,26
2380,22,Male,0,2,8,74
2381,24,Male,7,8,4,69
2382,17,Male,0,4,5,77
2383,18,Female,2,1,4,57
2384,20,Male,4,5,6,77
2385,18,Female,3,6,8,80
2386,23,Male,4,3,4,37
2387,23,Female,3,8,6,92
2388,23,Male,7,7,4,54
2389,24,Female,1,6,7,96
2390,19,Female,2,4,7,62
2391,20,Female,7,9,7,84
2392,20,Female,0,3,6,64
2393,23,Male,4,6,8,74
2394,22,Male,5,3,6,54
2395,24,Male,4,7,6,80
2396,23,Female,5,1,7,32
2397,17,Male,1,1,6,71
2398,19,Male,6,8,4,62
2399,21,Female,1,4,5,70
2400,17,Female,3,4,4,47
2401,22,Male,0,6,6,94
2402,18,Female,4,7,7,79
2403,18,Female,5,2,4,36
2404,17,Male,7,2,7,25
2405,23,Male,5,9,8,99
2406,21,Female,4,6,5,70
2407,16,Female,7,4,5,30
2408,16,Male,3,8,8,100
2409,22,Male,4,5,7,73
2410,23,Female,4,3,4,39
2411,20,Female,3,2,6,50
2412,20,Female,6,4,7,49
2413,19,Male,1,8,6,100
2414,21,Male,4,1,7,49
2415,21,Female,5,2,6,36
2416,18,Male,7,9,7,82
2417,24,Other,7,2,5,26
2418,22,Female,4,6,7,80
2419,16,Male,5,2,8,48
2420,22,Female,3,6,5,81
2421,20,Male,3,4,7,70
2422,20,Female,7,1,5,12
2423,17,Male,7,6,5,36
2424,19,Male,7,7,8,76
2425,21,Female,1,7,4,87
2426,22,Female,6,6,5,47
2427,20,Male,7,5,6,41
2428,24,Female,2,5,6,82
2429,18,Male,4,6,7,73
2430,16,Male,6,7,4,75
2431,19,Male,4,6,4,70
2432,24,Male,7,6,5,37
2433,19,Male,3,2,6,49
2434,17,Male,5,2,6,54
2435,20,Male,6,3,7,39
2436,18,Male,3,9,6,80
2437,24,Male,6,7,5,56
2438,19,Female,4,5,7,80
2439,21,Male,3,3,4,57
2440,17,Female,0,2,4,51
2441,21,Female,3,9,7,100
2442,18,Female,5,9,5,79
2443,24,Female,7,2,6,27
2444,17,Female,2,8,5,93
2445,24,Male,2,5,6,68
2446,20,Female,1,3,5,77
2447,23,Female,5,7,8,105
2448,17,Female,7,6,5,45
2449,21,Female,5,8,7,83
2450,18,Male,4,1,8,57
2451,20,Female,4,3,7,60
2452,23,Female,0,3,6,79
2453,16,Male,5,3,6,56
2454,20,Male,4,5,6,73
2455,18,Female,5,3,8,60
2456,19,Female,7,5,4,28
2457,17,Female,6,4,8,57
2458,24,Female,6,7,6,88
2459,18,Male,7,6,8,67
2460,17,Male,7,6,4,40
2461,24,Male,4,2,8,61
2462,22,Male,0,3,4,71
2463,21,Male,3,1,7,39
2464,16,Male,6,1,6,29
2465,20,Female,0,3,7,72
2466,18,Female,0,1,7,62
2467,16,Male,0,6,4,78
2468,19,Male,5,9,6,89
2469,17,Male,4,1,5,38
2470,17,Female,2,8,6,82
2471,18,Male,0,2,7,75
2472,23,Male,5,7,4,63
2473,23,Female,2,6,6,75
2474,22,Female,2,9,7,95
2475,21,Male,5,2,5,38
2476,24,Male,4,3,8,66
2477,19,Male,2,1,6,48
2478,16,Female,5,4,4,44
2479,23,Female,2,9,4,83
2480,22,Male,6,8,6,68
2481,22,Female,1,7,5,82
2482,18,Male,1,5,4,93
2483,19,Male,6,8,4,76
2484,24,Male,5,5,6,53
2485,21,Female,1,2,6,81
2486,20,Male,0,8,4,95
2487,18,Male,6,3,7,40
2488,24,Male,6,1,8,42
2489,20,Male,2,2,8,70
2490,20,Female,5,6,8,77
2491,19,Male,0,6,8,86
2492,19,Male,4,3,5,53
2493,16,Female,0,7,4,91
2494,22,Female,3,7,6,85
2495,24,Female,0,9,7,98
2496,18,Female,3,6,8,76
2497,17,Male,3,8,5,89
2498,18,Female,3,7,6,87
2499,16,Female,0,3,7,61
2500,21,Male,2,3,6,70
2501,22,Female,6,5,6,52
2502,17,Male,2,1,5,34
2503,23,Other,5,3,8,47
2504,21,Female,2,5,6,63
2505,19,Female,3,1,6,55
2506,20,Female,4,2,5,51
2507,23,Female,7,5,6,43
2508,18,Male,0,7,5,84
2509,18,Male,0,8,5,98
2510,19,Male,4,5,5,53
2511,16,Male,7,5,4,25
2512,24,Female,7,4,6,31
2513,23,Male,3,2,5,46
2514,23,Male,3,2,8,54
2515,21,Female,5,8,4,66
2516,22,Female,4,5,4,54
2517,21,Male,5,8,8,92
2518,24,Male,6,7,4,65
2519,18,Male,5,2,4,40
2520,18,Female,3,5,4,54
2521,18,Male,3,5,8,69
2522,18,Female,5,4,8,63
2523,24,Male,3,5,5,69
2524,19,Male,3,9,7,83
2525,22,Female,0,8,6,94
2526,24,Male,1,9,8,100
2527,22,Male,3,1,4,43
2528,24,Male,6,2,8,45
2529,18,Female,2,1,4,53
2530,19,Female,4,3,5,44
2531,23,Male,2,4,4,61
2532,21,Male,0,6,7,97
2533,20,Male,7,5,7,37
2534,19,Female,6,9,6,84
2535,23,Female,0,9,7,100
2536,16,Female,5,2,7,37
2537,24,Female,2,8,7,100
2538,16,Male,7,5,5,34
2539,23,Male,2,5,6,74
2540,19,Male,1,8,4,94
2541,24,Male,4,1,6,39
2542,20,Male,6,8,7,77
2543,18,Female,1,7,7,99
2544,24,Female,5,8,7,96
2545,24,Female,0,9,5,100
2546,19,Male,7,5,7,57
2547,19,Female,0,1,5,48
2548,23,Female,7,2,8,34
2549,17,Female,3,3,5,54
2550,24,Male,3,1,7,53
2551,21,Male,7,8,7,73
2552,24,Male,7,3,8,27
2553,23,Male,5,9,6,91
2554,22,Female,1,7,5,100
2555,16,Male,4,2,6,56
2556,18,Male,4,5,5,61
2557,17,Female,4,5,7,64
2558,20,Female,4,5,8,69
2559,20,Male,0,5,4,71
2560,20,Female,5,1,6,43
2561,19,Male,5,7,8,85
2562,20,Male,0,5,4,77
2563,18,Male,4,8,6,85
2564,16,Female,4,8,8,84
2565,20,Female,5,3,8,58
2566,24,Male,0,1,6,74
2567,24,Female,5,7,4,64
2568,19,Male,2,9,4,93
2569,18,Female,4,5,6,64
2570,16,Male,6,3,4,33
2571,17,Male,5,2,4,14
2572,23,Female,0,3,7,65
2573,16,Female,4,3,7,59
2574,23,Male,7,4,8,47
2575,22,Male,1,6,4,82
2576,23,Male,6,3,4,37
2577,21,Male,5,1,8,42
2578,24,Female,6,4,7,56
2579,18,Other,2,8,8,95
2580,19,Male,2,5,8,70
2581,21,Male,7,9,8,94
2582,23,Female,2,5,6,74
2583,20,Male,0,3,5,76
2584,18,Female,4,2,6,49
2585,21,Male,1,7,7,94
2586,19,Female,6,5,5,46
2587,24,Female,5,6,7,67
2588,18,Female,7,7,4,51
2589,19,Female,6,7,7,73
2590,22,Male,0,1,4,60
2591,22,Female,3,8,6,88
2592,19,Female,6,5,8,49
2593,21,Male,3,4,4,59
2594,18,Male,7,5,6,43
2595,21,Male,5,6,4,56
2596,17,Male,0,2,8,79
2597,23,Male,7,4,8,41
2598,17,Female,0,4,8,85
2599,22,Male,1,4,8,96
2600,24,Female,5,1,7,38
2601,16,Male,6,2,4,24
2602,23,Male,4,2,5,43
2603,22,Female,2,4,6,65
2604,21,Female,2,9,6,93
2605,21,Male,2,2,7,59
2606,21,Male,2,4,5,77
2607,24,Male,1,3,4,66
2608,17,Female,4,8,6,68
2609,16,Female,7,1,4,7
2610,21,Male,2,2,7,69
2611,23,Female,1,2,6,76
2612,18,Female,6,9,7,85
2613,16,Male,5,6,4,43
2614,24,Other,7,2,8,28
2615,16,Female,1,3,4,57
2616,18,Male,1,2,5,49
2617,23,Male,4,2,7,59
2618,18,Male,4,8,4,57
2619,19,Male,3,5,4,63
2620,23,Female,4,6,4,55
2621,16,Male,1,3,6,69
2622,21,Female,3,5,8,79
2623,16,Female,5,3,6,35
2624,16,Female,3,3,7,60
2625,23,Female,5,6,5,69
2626,19,Male,3,2,4,36
2627,16,Male,2,6,4,79
2628,22,Female,2,8,8,104
2629,20,Male,3,2,4,39
2630,20,Male,0,9,9,100
2631,16,Female,5,1,4,31
2632,21,Female,6,4,7,39
2633,24,Male,2,6,8,90
2634,24,Female,0,6,5,74
2635,23,Female,7,1,7,27
2636,20,Male,2,8,5,93
2637,16,Male,1,9,5,108
2638,24,Female,2,2,5,57
2639,16,Male,5,9,8,83
2640,23,Male,2,6,5,68
2641,20,Female,4,9,5,86
2642,18,Female,3,2,8,63
2643,22,Male,0,8,5,88
2644,22,Male,2,1,6,37
2645,24,Male,5,8,8,83
2646,22,Other,4,7,5,69
2647,18,Male,0,4,5,73
2648,16,Female,1,2,8,72
2649,23,Female,5,8,5,79
2650,18,Male,6,6,5,36
2651,23,Other,2,4,6,68
2652,23,Female,4,4,7,66
2653,20,Female,1,8,4,82
2654,16,Male,2,4,5,66
2655,22,Female,0,1,5,50
2656,20,Female,6,9,5,72
2657,23,Other,3,4,7,75
2658,24,Male,6,4,5,33
2659,22,Female,5,2,7,34
2660,22,Male,6,9,6,76
2661,16,Male,2,2,5,56
2662,19,Male,1,6,5,93
2663,17,Female,7,8,4,56
2664,17,Male,5,1,4,22
2665,17,Female,6,8,7,94
2666,19,Other,0,4,7,79
2667,16,Male,2,6,4,83
2668,19,Female,5,4,7,40
2669,17,Male,0,7,8,101
2670,20,Male,4,3,4,40
2671,18,Female,3,1,6,40
2672,23,Female,0,9,7,100
2673,19,Female,1,1,4,46
2674,16,Female,2,8,7,92
2675,16,Male,0,2,8,73
2676,18,Male,5,4,4,44
2677,24,Female,1,8,8,100
2678,22,Male,2,2,5,49
2679,17,Male,7,8,4,61
2680,24,Female,3,5,6,61
2681,17,Male,3,4,4,45
2682,18,Male,5,6,6,74
2683,17,Female,7,4,4,39
2684,18,Female,0,4,7,84
2685,21,Female,3,7,6,75
2686,24,Female,4,3,6,53
2687,24,Male,2,2,4,48
2688,22,Female,6,8,5,67
2689,18,Female,7,8,4,59
2690,19,Male,7,5,7,43
2691,21,Male,2,5,5,66
2692,20,Female,1,7,7,97
2693,17,Female,7,5,5,33
2694,21,Female,3,4,7,63
2695,18,Female,1,9,6,100
2696,23,Female,5,2,6,31
2697,17,Other,2,6,7,90
2698,16,Female,2,8,6,83
2699,24,Male,7,7,8,71
2700,18,Female,1,8,7,100
2701,16,Male,0,4,6,66
2702,22,Female,2,3,8,65
2703,20,Female,4,8,8,79
2704,20,Female,0,4,6,86
2705,16,Female,3,7,4,78
2706,24,Male,5,2,6,37
2707,22,Male,6,7,5,64
2708,23,Male,1,5,6,86
2709,24,Female,6,3,7,41
2710,21,Female,1,5,7,82
2711,20,Female,5,7,7,76
2712,21,Male,3,1,7,50
2713,17,Female,0,6,4,91
2714,19,Female,5,5,4,55
2715,18,Male,1,2,7,67
2716,22,Female,1,7,6,100
2717,24,Female,2,3,7,71
2718,20,Female,5,3,4,33
2719,21,Male,1,5,4,59
2720,17,Female,1,7,6,100
2721,18,Male,0,9,6,100
2722,18,Other,3,2,5,47
2723,24,Male,3,4,6,71
2724,22,Male,1,1,4,47
2725,23,Female,0,7,4,85
2726,24,Male,3,5,4,52
2727,21,Female,6,7,6,82
2728,19,Female,5,3,8,62
2729,16,Female,6,8,5,75
2730,23,Other,0,5,4,69
2731,22,Male,7,9,7,78
2732,17,Female,2,1,8,59
2733,23,Male,7,5,4,44
2734,20,Male,2,7,5,90
2735,22,Female,3,6,4,60
2736,19,Male,2,1,4,48
2737,20,Female,2,9,7,100
2738,23,Female,6,3,8,53
2739,16,Female,5,3,7,44
2740,16,Other,7,5,8,49
2741,19,Male,4,5,6,58
2742,18,Female,3,7,8,100
2743,17,Female,0,4,5,73
2744,18,Female,7,4,4,35
2745,16,Male,4,5,7,62
2746,16,Female,5,4,5,42
2747,21,Male,3,9,5,92
2748,20,Male,4,8,7,89
2749,23,Female,7,5,5,32
2750,17,Female,1,1,6,50
2751,19,Female,2,9,5,93
2752,23,Female,1,2,7,64
2753,21,Female,6,3,5,38
2754,16,Male,0,2,6,58
2755,19,Male,0,2,4,62
2756,16,Male,2,8,7,92
2757,17,Female,4,6,7,85
2758,20,Male,3,9,4,83
2759,23,Male,0,3,5,68
2760,23,Female,7,5,5,38
2761,18,Male,7,9,6,77
2762,19,Male,2,8,6,98
2763,21,Female,5,7,5,72
2764,18,Male,4,2,7,49
2765,17,Male,1,7,8,100
2766,21,Male,2,4,4,60
2767,20,Female,3,5,6,59
2768,20,Female,3,6,6,80
2769,20,Male,2,6,6,88
2770,20,Female,6,7,4,57
2771,18,Male,3,6,5,73
2772,22,Female,5,1,4,36
2773,21,Male,1,5,6,87
2774,19,Female,4,6,7,73
2775,17,Female,2,3,4,65
2776,24,Female,4,3,5,56
2777,16,Male,6,2,5,26
2778,19,Male,6,4,8,56
2779,16,Female,2,9,4,92
2780,21,Male,5,3,6,44
2781,19,Female,7,5,7,56
2782,20,Female,5,7,8,100
2783,20,Female,1,1,7,66
2784,24,Male,5,9,5,79
2785,16,Female,0,4,8,88
2786,17,Female,6,8,7,81
2787,21,Female,4,1,7,34
2788,20,Male,3,2,4,48
2789,22,Male,0,3,4,78
2790,18,Male,3,4,7,65
2791,18,Male,7,8,8,80
2792,17,Female,0,1,7,64
2793,18,Female,3,6,8,81
2794,16,Male,7,2,6,31
2795,20,Female,3,8,5,83
2796,20,Male,3,8,7,94
2797,22,Male,4,5,7,66
2798,19,Male,3,2,7,56
2799,18,Male,1,6,8,100
2800,16,Female,0,2,5,48
2801,23,Male,4,2,4,29
2802,18,Female,7,6,8,62
2803,17,Male,0,9,4,98
2804,19,Female,1,9,7,100
2805,18,Male,2,6,8,89
2806,16,Male,6,5,5,43
2807,18,Male,2,9,8,100
2808,17,Male,7,5,5,42
2809,23,Male,0,4,7,81
2810,21,Female,7,9,4,69
2811,24,Female,4,3,7,55
2812,23,Female,5,1,7,41
2813,18,Female,2,6,6,73
2814,20,Male,6,1,7,36
2815,22,Male,1,4,8,78
2816,20,Other,0,4,7,83
2817,23,Female,3,5,8,82
2818,20,Female,6,9,6,82
2819,16,Female,6,2,6,45
2820,20,Male,4,4,5,56
2821,19,Male,4,2,8,58
2822,21,Male,1,6,4,85
2823,18,Male,6,7,5,59
2824,20,Male,6,5,5,56
2825,17,Male,5,3,5,51
2826,21,Female,3,6,8,68
2827,21,Female,7,5,5,34
2828,20,Female,7,2,8,30
2829,21,Female,5,4,6,56
2830,22,Male,2,4,8,74
2831,20,Male,4,9,6,89
2832,16,Female,4,8,5,92
2833,23,Male,3,7,6,89
2834,19,Male,2,9,6,90
2835,24,Male,3,7,5,89
2836,21,Male,4,9,5,91
2837,16,Female,3,1,4,34
2838,18,Male,2,5,5,77
2839,18,Female,6,7,7,83
2840,19,Female,4,6,5,64
2841,21,Male,0,2,7,72
2842,22,Male,2,4,8,71
2843,19,Male,7,3,5,36
2844,21,Male,6,3,6,42
2845,16,Female,2,4,4,67
2846,23,Female,7,5,5,47
2847,22,Female,0,8,7,97
2848,24,Male,7,7,5,58
2849,18,Female,1,8,4,91
2850,17,Female,0,8,5,100
2851,16,Female,3,4,8,66
2852,18,Female,2,4,7,77
2853,20,Female,4,1,8,58
2854,17,Female,6,9,8,91
2855,18,Female,6,1,4,23
2856,19,Male,3,7,4,78
2857,22,Female,3,4,6,59
2858,18,Male,1,9,6,100
2859,24,Male,0,4,6,74
2860,23,Other,5,8,4,66
2861,19,Female,0,3,4,43
2862,16,Male,5,3,4,50
2863,16,Male,4,6,8,72
2864,16,Male,1,9,8,100
2865,16,Female,4,5,4,49
2866,23,Female,1,9,5,100
2867,18,Female,3,8,4,86
2868,21,Female,6,8,8,94
2869,18,Male,3,4,8,64
2870,20,Female,1,4,5,78
2871,22,Male,5,2,5,40
2872,17,Female,1,9,5,107
2873,21,Female,5,9,6,98
2874,21,Female,3,7,7,80
2875,18,Male,3,3,6,55
2876,21,Male,6,3,8,53
2877,20,Male,5,9,4,80
2878,17,Female,0,1,7,63
2879,24,Male,2,8,5,83
2880,23,Male,6,4,5,41
2881,18,Male,0,4,7,84
2882,23,Female,4,8,8,90
2883,24,Male,5,1,7,29
2884,18,Female,4,4,7,58
2885,18,Female,6,9,7,88
2886,17,Female,5,7,5,73
2887,23,Male,5,7,7,92
2888,16,Male,6,7,7,84
2889,23,Male,5,1,6,42
2890,22,Male,3,2,6,64
2891,22,Male,3,5,7,65
2892,18,Female,5,4,8,60
2893,16,Male,7,4,5,34
2894,19,Female,2,8,8,92
2895,24,Male,2,1,8,57
2896,20,Female,7,6,5,43
2897,16,Female,4,1,7,23
2898,20,Female,1,1,4,58
2899,23,Female,5,4,4,49
2900,23,Female,7,8,6,77
2901,20,Female,6,2,8,32
2902,24,Male,5,5,4,42
2903,16,Female,1,7,8,100
2904,19,Male,7,3,6,25
2905,18,Male,4,5,8,78
2906,17,Male,7,9,8,82
2907,23,Male,2,5,8,73
2908,22,Male,0,2,7,64
2909,24,Male,3,6,8,80
2910,17,Male,2,6,4,73
